propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears
office,149791,2955.51,Koshi,Morang,Biratnagar Metropolitan City,30,0,unfurnished,True,13,,False,2,True,5
office,27355,2897.7,Koshi,Jhapa,Birtamode Municipality,25,0,unfurnished,True,25,,False,3,True,31
room,10788,905.31,Koshi,Jhapa,Birtamode Municipality,7,1,fully-furnished,False,13,single,True,3,False,28
land,24104710,4693.7,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,,False,0,,False,0,False,0
home,25084132,4701.27,Gandaki,Kaski,Pokhara Metropolitan City,26,2,unfurnished,True,20,,False,4,False,34
office,110349,4015.34,Koshi,Morang,Biratnagar Metropolitan City,9,0,unfurnished,True,20,,False,6,True,6
home,46195798,2230.49,Koshi,Jhapa,Birtamode Municipality,5,5,semi-furnished,False,0,,False,3,False,28
home,30194479,3122.76,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,4,fully-furnished,False,0,,False,3,False,15
land,45540368,1363.15,Bagmati,Lalitpur,Lalitpur Metropolitan City,18,0,,False,10,,False,0,False,0
room,8340,195.9,Koshi,Jhapa,Birtamode Municipality,24,1,semi-furnished,False,13,single,True,1,False,5
office,31746,785.48,Koshi,Jhapa,Birtamode Municipality,27,0,semi-furnished,True,20,,False,6,False,0
office,115006,3962.09,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,unfurnished,True,20,,False,3,False,10
room,17563,341.57,Bagmati,Bhaktapur,Bhaktapur Municipality,20,0,fully-furnished,False,13,studio,False,4,False,25
room,48962,949.8,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,2,unfurnished,True,16,single,True,3,False,0
room,29596,823.67,Koshi,Jhapa,Birtamode Municipality,25,2,semi-furnished,False,20,double,False,3,False,19
office,72198,1134.9,Gandaki,Kaski,Pokhara Metropolitan City,21,0,semi-furnished,False,25,,False,8,True,20
room,44952,428.51,Koshi,Jhapa,Birtamode Municipality,26,1,unfurnished,True,20,single,False,2,False,14
land,12340152,3593.8,Bagmati,Chitwan,Bharatpur Metropolitan City,27,0,,False,25,,False,0,False,0
home,33395636,3566.38,Bagmati,Chitwan,Bharatpur Metropolitan City,17,4,fully-furnished,False,20,,False,4,False,37
office,67124,4016.39,Koshi,Jhapa,Birtamode Municipality,3,0,unfurnished,True,0,,False,4,False,10
office,76420,4838.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,fully-furnished,True,0,,False,5,True,32
home,36075645,2371.3,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,5,unfurnished,True,13,,False,1,False,30
room,13626,928.49,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,unfurnished,True,13,shared,False,4,False,25
office,77431,2537.96,Gandaki,Kaski,Pokhara Metropolitan City,23,0,unfurnished,False,13,,False,2,False,2
land,48442051,3486.27,Bagmati,Lalitpur,Lalitpur Metropolitan City,22,0,,False,30,,False,0,False,0
home,27212339,3118.02,Bagmati,Bhaktapur,Bhaktapur Municipality,12,5,semi-furnished,False,10,,False,4,False,40
home,46212018,2461.45,Bagmati,Bhaktapur,Bhaktapur Municipality,28,2,semi-furnished,False,16,,False,1,False,13
room,43185,619.61,Gandaki,Kaski,Pokhara Metropolitan City,5,1,semi-furnished,False,10,studio,True,3,False,21
room,46469,650.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,25,0,semi-furnished,False,16,1bhk,True,3,False,29
home,25493705,1295.02,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,1,fully-furnished,False,25,,False,2,False,32
office,75448,3001.59,Koshi,Jhapa,Birtamode Municipality,9,0,fully-furnished,False,25,,False,3,True,31
home,35266162,2121.24,Bagmati,Chitwan,Bharatpur Metropolitan City,12,5,fully-furnished,False,0,,False,4,False,8
office,84451,2222.93,Gandaki,Kaski,Pokhara Metropolitan City,32,0,semi-furnished,False,16,,False,3,True,36
home,20088986,937.32,Bagmati,Kathmandu,Kathmandu Metropolitan City,19,5,semi-furnished,True,30,,False,4,False,36
land,39447238,1851.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,0,,False,30,,False,0,False,0
land,31531648,3049.32,Koshi,Morang,Biratnagar Metropolitan City,29,0,,False,0,,False,0,False,0
room,30844,504.76,Gandaki,Kaski,Pokhara Metropolitan City,3,0,semi-furnished,True,10,double,False,5,False,20
home,18887690,4096.37,Koshi,Jhapa,Birtamode Municipality,9,1,unfurnished,False,20,,False,3,False,38
home,24638382,4911.8,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,3,unfurnished,False,30,,False,1,False,8
land,11515320,4428.3,Koshi,Jhapa,Birtamode Municipality,18,0,,False,25,,False,0,False,0
home,21613117,3787.86,Bagmati,Bhaktapur,Bhaktapur Municipality,10,4,semi-furnished,True,20,,False,3,False,40
office,124149,654.93,Koshi,Jhapa,Birtamode Municipality,29,0,fully-furnished,False,20,,False,5,False,29
room,14104,882.02,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,2,unfurnished,False,0,1bhk,False,2,False,30
home,24031609,1927.85,Koshi,Jhapa,Birtamode Municipality,32,3,unfurnished,True,20,,False,4,False,21
land,33842010,3392.57,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,,False,0,,False,0,False,0
home,33709125,2717.38,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,2,unfurnished,True,25,,False,3,False,10
land,27954012,1776.67,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,25,,False,0,False,0
land,49938715,3390.1,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,,False,30,,False,0,False,0
office,20142,3607.38,Gandaki,Kaski,Pokhara Metropolitan City,6,0,fully-furnished,False,0,,False,3,True,33
land,11092911,3691.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,0,,False,30,,False,0,False,0
home,30707387,1097.48,Koshi,Jhapa,Birtamode Municipality,31,1,unfurnished,True,0,,False,3,False,23
home,13935292,4048.53,Bagmati,Chitwan,Bharatpur Metropolitan City,25,2,fully-furnished,True,20,,False,2,False,28
home,46344161,4663.56,Koshi,Morang,Biratnagar Metropolitan City,10,4,fully-furnished,True,0,,False,2,False,7
room,17163,383.05,Koshi,Jhapa,Birtamode Municipality,28,1,semi-furnished,True,10,1bhk,False,1,False,27
home,24833491,3940.94,Bagmati,Chitwan,Bharatpur Metropolitan City,13,1,fully-furnished,False,16,,False,1,False,15
land,24238120,4943.59,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,0,,False,10,,False,0,False,0
office,42645,2867.87,Koshi,Jhapa,Birtamode Municipality,24,0,semi-furnished,True,0,,False,2,True,16
land,29707651,4779.32,Gandaki,Kaski,Pokhara Metropolitan City,4,0,,False,20,,False,0,False,0
office,30803,3598.51,Bagmati,Chitwan,Bharatpur Metropolitan City,28,0,unfurnished,True,13,,False,2,False,5
home,31221547,3052.84,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,10,5,unfurnished,True,13,,False,4,False,15
home,12783727,4683.44,Bagmati,Kathmandu,Kathmandu Metropolitan City,6,4,unfurnished,True,13,,False,2,False,7
home,28266987,1488.1,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,5,unfurnished,False,10,,False,3,False,8
land,31811484,2140.55,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,,False,13,,False,0,False,0
land,41698438,3762.99,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,0,,False,25,,False,0,False,0
office,27266,2700.67,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,semi-furnished,True,13,,False,3,False,6
home,5824638,984.96,Bagmati,Lalitpur,Lalitpur Metropolitan City,1,2,fully-furnished,False,13,,False,4,False,9
land,19660660,1665.42,Bagmati,Bhaktapur,Bhaktapur Municipality,27,0,,False,16,,False,0,False,0
room,15825,614.38,Koshi,Morang,Biratnagar Metropolitan City,5,0,fully-furnished,True,20,single,False,1,False,28
room,44247,394.57,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,20,2,fully-furnished,False,10,shared,False,5,False,7
room,20807,998.01,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,1,fully-furnished,True,16,single,True,5,False,11
room,32659,783.04,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,1,fully-furnished,True,20,double,False,4,False,30
home,20533861,1190.71,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,5,semi-furnished,False,16,,False,1,False,37
home,43105804,1114.29,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,1,semi-furnished,True,10,,False,3,False,16
office,55645,1794.87,Koshi,Morang,Biratnagar Metropolitan City,21,0,fully-furnished,True,10,,False,3,True,9
home,32280595,2757.43,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,1,unfurnished,False,30,,False,2,False,28
office,31851,4306.67,Bagmati,Chitwan,Bharatpur Metropolitan City,17,0,fully-furnished,False,30,,False,1,True,20
land,29591515,4864.12,Bagmati,Bhaktapur,Bhaktapur Municipality,16,0,,False,20,,False,0,False,0
room,19394,838.08,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,0,semi-furnished,False,20,2bhk,True,1,False,14
home,19917504,850.22,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,2,fully-furnished,False,13,,False,1,False,37
land,16270800,4987.79,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,,False,25,,False,0,False,0
home,27249936,4601.33,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,fully-furnished,False,0,,False,2,False,36
office,109550,438.57,Koshi,Jhapa,Birtamode Municipality,32,0,semi-furnished,True,13,,False,4,True,17
office,101156,462.85,Bagmati,Chitwan,Bharatpur Metropolitan City,10,0,unfurnished,True,25,,False,5,False,26
office,70202,712.29,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,0,fully-furnished,False,10,,False,4,True,24
office,94141,1916.96,Koshi,Morang,Biratnagar Metropolitan City,32,0,unfurnished,False,16,,False,5,True,1
home,23853072,4562.21,Koshi,Morang,Biratnagar Metropolitan City,2,1,semi-furnished,False,30,,False,2,False,10
home,8751966,1919.41,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,2,unfurnished,False,13,,False,2,False,11
room,9848,922.58,Gandaki,Kaski,Pokhara Metropolitan City,23,1,unfurnished,True,20,double,False,5,False,9
office,50490,724.21,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,unfurnished,True,0,,False,8,True,21
home,26715677,3811.14,Gandaki,Kaski,Pokhara Metropolitan City,22,1,fully-furnished,True,20,,False,2,False,7
room,33925,436.23,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,semi-furnished,False,13,double,True,4,False,25
room,44829,736.46,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,1,fully-furnished,True,16,shared,False,2,False,5
office,61709,1155.78,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,0,unfurnished,True,25,,False,2,False,9
land,24442535,2191.28,Koshi,Morang,Biratnagar Metropolitan City,16,0,,False,10,,False,0,False,0
room,21741,110.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,1,unfurnished,True,13,shared,True,1,False,1
office,135939,4854.78,Koshi,Jhapa,Birtamode Municipality,27,0,semi-furnished,False,16,,False,6,False,6
home,7242294,2695.41,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,3,fully-furnished,False,13,,False,1,False,4
home,10033327,1475.8,Koshi,Morang,Biratnagar Metropolitan City,25,5,fully-furnished,False,20,,False,4,False,1
home,11795296,1459.84,Koshi,Jhapa,Birtamode Municipality,28,3,fully-furnished,True,16,,False,3,False,18
home,43370822,1008.47,Bagmati,Chitwan,Bharatpur Metropolitan City,7,5,semi-furnished,True,0,,False,3,False,0
land,44949143,4242.76,Koshi,Jhapa,Birtamode Municipality,19,0,,False,20,,False,0,False,0
home,16464354,908.09,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,3,fully-furnished,False,30,,False,1,False,19
office,54734,4505.92,Koshi,Jhapa,Birtamode Municipality,32,0,fully-furnished,False,10,,False,6,False,23
office,80956,1537.49,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,semi-furnished,True,30,,False,5,True,9
land,30782173,4175.17,Bagmati,Lalitpur,Lalitpur Metropolitan City,23,0,,False,30,,False,0,False,0
land,31093922,4219.14,Gandaki,Kaski,Pokhara Metropolitan City,25,0,,False,20,,False,0,False,0
home,31494872,2055.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,unfurnished,True,0,,False,4,False,11
home,33412208,1329.98,Bagmati,Bhaktapur,Bhaktapur Municipality,13,1,unfurnished,False,10,,False,2,False,38
room,44461,178.32,Bagmati,Chitwan,Bharatpur Metropolitan City,5,2,unfurnished,False,13,1bhk,False,1,False,25
office,39424,2247.88,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,0,unfurnished,True,0,,False,2,False,34
office,83646,2100.3,Koshi,Morang,Biratnagar Metropolitan City,17,0,unfurnished,False,0,,False,3,False,25
office,135206,2160.23,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,semi-furnished,True,0,,False,8,False,23
room,40218,379.85,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,0,fully-furnished,True,13,2bhk,False,3,False,8
land,30324740,2599.38,Koshi,Jhapa,Birtamode Municipality,13,0,,False,25,,False,0,False,0
room,18418,563.74,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,0,semi-furnished,False,10,1bhk,True,2,False,6
land,6392975,842.21,Gandaki,Kaski,Pokhara Metropolitan City,16,0,,False,13,,False,0,False,0
room,41103,841.16,Gandaki,Kaski,Pokhara Metropolitan City,24,2,unfurnished,True,0,double,False,4,False,19
home,28471989,3264.9,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,3,fully-furnished,False,25,,False,1,False,18
office,95007,1065.66,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,0,fully-furnished,True,25,,False,4,True,17
land,11879448,2738.62,Koshi,Jhapa,Birtamode Municipality,1,0,,False,25,,False,0,False,0
land,23499053,1785.28,Bagmati,Bhaktapur,Bhaktapur Municipality,15,0,,False,25,,False,0,False,0
office,80161,4302.46,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,semi-furnished,True,16,,False,5,False,37
land,42847400,3114.27,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,,False,20,,False,0,False,0
room,30038,533.56,Bagmati,Chitwan,Bharatpur Metropolitan City,7,1,unfurnished,False,13,shared,False,2,False,4
home,45267553,4182.81,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,4,unfurnished,False,25,,False,2,False,1
room,34515,916.22,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,2,unfurnished,True,20,2bhk,True,3,False,23
office,130810,2684.38,Gandaki,Kaski,Pokhara Metropolitan City,23,0,fully-furnished,True,13,,False,2,False,8
home,19915180,3548.63,Bagmati,Chitwan,Bharatpur Metropolitan City,22,3,fully-furnished,False,16,,False,3,False,23
room,38837,866.09,Bagmati,Chitwan,Bharatpur Metropolitan City,30,0,unfurnished,True,16,double,True,4,False,16
office,39762,4392.99,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,fully-furnished,True,13,,False,7,False,9
home,47347892,2847.84,Koshi,Morang,Biratnagar Metropolitan City,6,2,semi-furnished,True,0,,False,4,False,17
home,10908354,2856.22,Gandaki,Kaski,Pokhara Metropolitan City,11,2,unfurnished,False,25,,False,4,False,25
office,89963,321.94,Koshi,Jhapa,Birtamode Municipality,25,0,fully-furnished,False,0,,False,6,True,1
home,28108922,3712.8,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,3,fully-furnished,True,16,,False,3,False,10
land,33596696,4778.39,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,0,,False,25,,False,0,False,0
room,16768,899.18,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,1,semi-furnished,False,10,double,False,1,False,7
home,44573616,3883.12,Gandaki,Kaski,Pokhara Metropolitan City,14,5,fully-furnished,True,13,,False,1,False,24
land,46860180,3546.47,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,,False,30,,False,0,False,0
land,28518398,2492.13,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,0,,False,0,,False,0,False,0
room,21467,731.68,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,0,semi-furnished,False,0,2bhk,False,5,False,19
office,100962,2704.45,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,fully-furnished,False,0,,False,2,False,12
room,34853,422.13,Gandaki,Kaski,Pokhara Metropolitan City,13,1,fully-furnished,True,20,studio,True,4,False,10
land,10410893,3588.02,Gandaki,Kaski,Pokhara Metropolitan City,1,0,,False,30,,False,0,False,0
home,10036400,4074.01,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,semi-furnished,True,16,,False,3,False,16
land,5647076,4196.67,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,,False,30,,False,0,False,0
room,15595,483.4,Bagmati,Chitwan,Bharatpur Metropolitan City,21,0,fully-furnished,True,10,2bhk,True,3,False,11
room,30460,435.36,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,fully-furnished,False,16,studio,False,4,False,22
office,111248,831.37,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,unfurnished,True,30,,False,3,True,26
office,122126,3173.22,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,0,semi-furnished,True,30,,False,3,False,31
office,54290,516.07,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,0,unfurnished,False,0,,False,4,False,33
land,19681719,3545.37,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,0,,False,16,,False,0,False,0
office,93183,4243.46,Koshi,Morang,Biratnagar Metropolitan City,10,0,unfurnished,True,0,,False,3,False,31
land,25205976,2078.73,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,,False,13,,False,0,False,0
home,20770583,2493.76,Bagmati,Kathmandu,Kathmandu Metropolitan City,25,1,semi-furnished,False,30,,False,4,False,5
office,85191,857.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,unfurnished,True,0,,False,7,False,2
land,44544826,4104.67,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,6,0,,False,25,,False,0,False,0
home,29383500,4791.49,Bagmati,Chitwan,Bharatpur Metropolitan City,30,1,fully-furnished,False,13,,False,4,False,23
land,17881196,3965.08,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,,False,0,,False,0,False,0
room,32503,592.92,Koshi,Morang,Biratnagar Metropolitan City,19,0,fully-furnished,True,16,double,False,1,False,8
home,31366837,4706.91,Gandaki,Kaski,Pokhara Metropolitan City,8,2,semi-furnished,True,25,,False,3,False,6
land,33232851,4020.22,Koshi,Jhapa,Birtamode Municipality,8,0,,False,16,,False,0,False,0
home,8259585,818.22,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,5,semi-furnished,False,20,,False,2,False,37
home,45301961,2427.1,Bagmati,Bhaktapur,Bhaktapur Municipality,7,5,semi-furnished,False,16,,False,2,False,17
room,16740,507.56,Koshi,Jhapa,Birtamode Municipality,19,1,semi-furnished,False,20,shared,True,2,False,6
room,19653,983.2,Bagmati,Chitwan,Bharatpur Metropolitan City,9,1,unfurnished,True,13,1bhk,False,5,False,18
room,42257,827.47,Koshi,Jhapa,Birtamode Municipality,28,0,fully-furnished,False,10,single,True,2,False,8
room,12065,231.79,Bagmati,Bhaktapur,Bhaktapur Municipality,17,1,fully-furnished,True,13,studio,True,5,False,27
home,24303103,1797.9,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,1,semi-furnished,False,16,,False,3,False,35
land,32733511,1573.28,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,0,,False,30,,False,0,False,0
room,20681,798.53,Gandaki,Kaski,Pokhara Metropolitan City,13,1,semi-furnished,True,0,double,True,5,False,3
land,20732819,1900.18,Koshi,Jhapa,Birtamode Municipality,28,0,,False,10,,False,0,False,0
room,18145,397.51,Bagmati,Bhaktapur,Bhaktapur Municipality,1,0,fully-furnished,False,20,single,False,4,False,25
room,28831,805.63,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,1,fully-furnished,True,20,double,False,5,False,17
land,17317931,1651.15,Koshi,Jhapa,Birtamode Municipality,23,0,,False,25,,False,0,False,0
room,48519,364.22,Koshi,Morang,Biratnagar Metropolitan City,24,2,unfurnished,True,0,2bhk,False,4,False,7
land,10608402,2339.9,Gandaki,Kaski,Pokhara Metropolitan City,21,0,,False,16,,False,0,False,0
room,32573,920.2,Bagmati,Chitwan,Bharatpur Metropolitan City,2,2,semi-furnished,True,13,2bhk,True,3,False,16
land,39102879,4878.0,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,0,,False,20,,False,0,False,0
land,17305940,3582.44,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,0,,False,30,,False,0,False,0
land,32208311,3012.34,Koshi,Jhapa,Birtamode Municipality,14,0,,False,25,,False,0,False,0
home,27261042,2728.75,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,1,fully-furnished,True,0,,False,2,False,16
land,30355772,4617.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,15,0,,False,16,,False,0,False,0
office,71052,1787.1,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,0,unfurnished,True,20,,False,1,True,37
land,10122635,4690.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,23,0,,False,13,,False,0,False,0
land,32371949,3990.68,Bagmati,Chitwan,Bharatpur Metropolitan City,19,0,,False,16,,False,0,False,0
land,17754939,1372.19,Koshi,Jhapa,Birtamode Municipality,31,0,,False,10,,False,0,False,0
