propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears,popularityScore
home,49306105,4480.28,Koshi,Morang,Biratnagar Metropolitan City,20,5,fully-furnished,False,13,,False,3,False,3,70.4
home,8146338,3134.57,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,3,unfurnished,False,30,,False,3,False,26,50.95
home,41099754,2381.13,Koshi,Jhapa,Birtamode Municipality,20,4,fully-furnished,True,13,,False,2,False,29,63.43
office,37575,2919.25,Bagmati,Kathmandu,Kathmandu Metropolitan City,27,0,semi-furnished,True,13,,False,4,False,5,75.87
room,20483,582.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,0,semi-furnished,False,20,1bhk,True,1,False,6,31.28
home,27344856,1677.33,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,3,fully-furnished,True,10,,False,1,False,30,63.15
home,42049414,4643.53,Gandaki,Kaski,Pokhara Metropolitan City,26,3,semi-furnished,False,16,,False,3,False,19,47.62
room,38768,519.4,Bagmati,Chitwan,Bharatpur Metropolitan City,32,1,fully-furnished,False,13,studio,True,5,False,27,38.63
home,44193717,1895.25,Gandaki,Kaski,Pokhara Metropolitan City,2,5,unfurnished,False,13,,False,2,False,12,74.39
home,21490662,3193.12,Koshi,Morang,Biratnagar Metropolitan City,25,4,unfurnished,False,13,,False,4,False,31,50.96
home,41678103,1510.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,4,fully-furnished,True,20,,False,1,False,4,70.02
land,45325671,1291.21,Bagmati,Kathmandu,Kathmandu Metropolitan City,27,0,,False,10,,False,0,False,0,48.72
home,35602290,1718.62,Bagmati,Lalitpur,Lalitpur Metropolitan City,1,3,fully-furnished,False,25,,False,4,False,1,89.77
office,114659,378.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,0,semi-furnished,False,0,,False,7,True,6,34.96
home,40329863,1606.11,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,3,semi-furnished,False,30,,False,4,False,5,81.0
office,149791,2955.51,Koshi,Morang,Biratnagar Metropolitan City,30,0,unfurnished,True,13,,False,2,True,5,48.66
office,27355,2897.7,Koshi,Jhapa,Birtamode Municipality,25,0,unfurnished,True,25,,False,3,True,31,36.05
room,10788,905.31,Koshi,Jhapa,Birtamode Municipality,7,1,fully-furnished,False,13,single,True,3,False,28,60.49
land,24104710,4693.7,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,,False,0,,False,0,False,0,41.13
home,25084132,4701.27,Gandaki,Kaski,Pokhara Metropolitan City,26,2,unfurnished,True,20,,False,4,False,34,37.79
office,110349,4015.34,Koshi,Morang,Biratnagar Metropolitan City,9,0,unfurnished,True,20,,False,6,True,6,49.03
home,46195798,2230.49,Koshi,Jhapa,Birtamode Municipality,5,5,semi-furnished,False,0,,False,3,False,28,44.86
home,30194479,3122.76,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,4,fully-furnished,False,0,,False,3,False,15,67.33
land,45540368,1363.15,Bagmati,Lalitpur,Lalitpur Metropolitan City,18,0,,False,10,,False,0,False,0,46.24
room,8340,195.9,Koshi,Jhapa,Birtamode Municipality,24,1,semi-furnished,False,13,single,True,1,False,5,29.69
office,31746,785.48,Koshi,Jhapa,Birtamode Municipality,27,0,semi-furnished,True,20,,False,6,False,0,54.4
office,115006,3962.09,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,unfurnished,True,20,,False,3,False,10,54.23
room,17563,341.57,Bagmati,Bhaktapur,Bhaktapur Municipality,20,0,fully-furnished,False,13,studio,False,4,False,25,26.75
room,48962,949.8,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,2,unfurnished,True,16,single,True,3,False,0,57.23
room,29596,823.67,Koshi,Jhapa,Birtamode Municipality,25,2,semi-furnished,False,20,double,False,3,False,19,39.26
office,72198,1134.9,Gandaki,Kaski,Pokhara Metropolitan City,21,0,semi-furnished,False,25,,False,8,True,20,45.66
room,44952,428.51,Koshi,Jhapa,Birtamode Municipality,26,1,unfurnished,True,20,single,False,2,False,14,53.43
land,12340152,3593.8,Bagmati,Chitwan,Bharatpur Metropolitan City,27,0,,False,25,,False,0,False,0,57.08
home,33395636,3566.38,Bagmati,Chitwan,Bharatpur Metropolitan City,17,4,fully-furnished,False,20,,False,4,False,37,52.29
office,67124,4016.39,Koshi,Jhapa,Birtamode Municipality,3,0,unfurnished,True,0,,False,4,False,10,39.2
office,76420,4838.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,fully-furnished,True,0,,False,5,True,32,63.07
home,36075645,2371.3,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,5,unfurnished,True,13,,False,1,False,30,62.01
room,13626,928.49,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,unfurnished,True,13,shared,False,4,False,25,25.39
office,77431,2537.96,Gandaki,Kaski,Pokhara Metropolitan City,23,0,unfurnished,False,13,,False,2,False,2,44.1
land,48442051,3486.27,Bagmati,Lalitpur,Lalitpur Metropolitan City,22,0,,False,30,,False,0,False,0,73.62
home,27212339,3118.02,Bagmati,Bhaktapur,Bhaktapur Municipality,12,5,semi-furnished,False,10,,False,4,False,40,50.6
home,46212018,2461.45,Bagmati,Bhaktapur,Bhaktapur Municipality,28,2,semi-furnished,False,16,,False,1,False,13,64.98
room,43185,619.61,Gandaki,Kaski,Pokhara Metropolitan City,5,1,semi-furnished,False,10,studio,True,3,False,21,51.21
room,46469,650.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,25,0,semi-furnished,False,16,1bhk,True,3,False,29,32.69
home,25493705,1295.02,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,1,fully-furnished,False,25,,False,2,False,32,67.0
office,75448,3001.59,Koshi,Jhapa,Birtamode Municipality,9,0,fully-furnished,False,25,,False,3,True,31,21.3
home,35266162,2121.24,Bagmati,Chitwan,Bharatpur Metropolitan City,12,5,fully-furnished,False,0,,False,4,False,8,56.24
office,84451,2222.93,Gandaki,Kaski,Pokhara Metropolitan City,32,0,semi-furnished,False,16,,False,3,True,36,44.61
home,20088986,937.32,Bagmati,Kathmandu,Kathmandu Metropolitan City,19,5,semi-furnished,True,30,,False,4,False,36,66.2
land,39447238,1851.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,0,,False,30,,False,0,False,0,74.65
land,31531648,3049.32,Koshi,Morang,Biratnagar Metropolitan City,29,0,,False,0,,False,0,False,0,28.03
room,30844,504.76,Gandaki,Kaski,Pokhara Metropolitan City,3,0,semi-furnished,True,10,double,False,5,False,20,35.3
home,18887690,4096.37,Koshi,Jhapa,Birtamode Municipality,9,1,unfurnished,False,20,,False,3,False,38,44.82
home,24638382,4911.8,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,3,unfurnished,False,30,,False,1,False,8,71.7
land,11515320,4428.3,Koshi,Jhapa,Birtamode Municipality,18,0,,False,25,,False,0,False,0,36.86
home,21613117,3787.86,Bagmati,Bhaktapur,Bhaktapur Municipality,10,4,semi-furnished,True,20,,False,3,False,40,72.91
office,124149,654.93,Koshi,Jhapa,Birtamode Municipality,29,0,fully-furnished,False,20,,False,5,False,29,43.47
room,14104,882.02,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,2,unfurnished,False,0,1bhk,False,2,False,30,18.83
home,24031609,1927.85,Koshi,Jhapa,Birtamode Municipality,32,3,unfurnished,True,20,,False,4,False,21,61.08
land,33842010,3392.57,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,,False,0,,False,0,False,0,48.72
home,33709125,2717.38,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,2,unfurnished,True,25,,False,3,False,10,64.0
land,27954012,1776.67,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,25,,False,0,False,0,57.19
land,49938715,3390.1,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,,False,30,,False,0,False,0,56.96
office,20142,3607.38,Gandaki,Kaski,Pokhara Metropolitan City,6,0,fully-furnished,False,0,,False,3,True,33,40.9
land,11092911,3691.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,0,,False,30,,False,0,False,0,62.67
home,30707387,1097.48,Koshi,Jhapa,Birtamode Municipality,31,1,unfurnished,True,0,,False,3,False,23,56.17
home,13935292,4048.53,Bagmati,Chitwan,Bharatpur Metropolitan City,25,2,fully-furnished,True,20,,False,2,False,28,51.7
home,46344161,4663.56,Koshi,Morang,Biratnagar Metropolitan City,10,4,fully-furnished,True,0,,False,2,False,7,81.82
room,17163,383.05,Koshi,Jhapa,Birtamode Municipality,28,1,semi-furnished,True,10,1bhk,False,1,False,27,12.14
home,24833491,3940.94,Bagmati,Chitwan,Bharatpur Metropolitan City,13,1,fully-furnished,False,16,,False,1,False,15,57.58
land,24238120,4943.59,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,0,,False,10,,False,0,False,0,50.42
office,42645,2867.87,Koshi,Jhapa,Birtamode Municipality,24,0,semi-furnished,True,0,,False,2,True,16,39.35
land,29707651,4779.32,Gandaki,Kaski,Pokhara Metropolitan City,4,0,,False,20,,False,0,False,0,48.84
office,30803,3598.51,Bagmati,Chitwan,Bharatpur Metropolitan City,28,0,unfurnished,True,13,,False,2,False,5,41.38
home,31221547,3052.84,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,10,5,unfurnished,True,13,,False,4,False,15,53.22
home,12783727,4683.44,Bagmati,Kathmandu,Kathmandu Metropolitan City,6,4,unfurnished,True,13,,False,2,False,7,61.01
home,28266987,1488.1,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,5,unfurnished,False,10,,False,3,False,8,75.32
land,31811484,2140.55,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,,False,13,,False,0,False,0,52.75
land,41698438,3762.99,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,0,,False,25,,False,0,False,0,44.7
office,27266,2700.67,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,semi-furnished,True,13,,False,3,False,6,61.31
home,5824638,984.96,Bagmati,Lalitpur,Lalitpur Metropolitan City,1,2,fully-furnished,False,13,,False,4,False,9,71.25
land,19660660,1665.42,Bagmati,Bhaktapur,Bhaktapur Municipality,27,0,,False,16,,False,0,False,0,60.67
room,15825,614.38,Koshi,Morang,Biratnagar Metropolitan City,5,0,fully-furnished,True,20,single,False,1,False,28,48.63
room,44247,394.57,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,20,2,fully-furnished,False,10,shared,False,5,False,7,39.35
room,20807,998.01,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,1,fully-furnished,True,16,single,True,5,False,11,50.64
room,32659,783.04,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,1,fully-furnished,True,20,double,False,4,False,30,62.35
home,20533861,1190.71,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,5,semi-furnished,False,16,,False,1,False,37,70.43
home,43105804,1114.29,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,1,semi-furnished,True,10,,False,3,False,16,61.83
office,55645,1794.87,Koshi,Morang,Biratnagar Metropolitan City,21,0,fully-furnished,True,10,,False,3,True,9,56.05
home,32280595,2757.43,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,1,unfurnished,False,30,,False,2,False,28,71.83
office,31851,4306.67,Bagmati,Chitwan,Bharatpur Metropolitan City,17,0,fully-furnished,False,30,,False,1,True,20,49.25
land,29591515,4864.12,Bagmati,Bhaktapur,Bhaktapur Municipality,16,0,,False,20,,False,0,False,0,57.46
room,19394,838.08,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,0,semi-furnished,False,20,2bhk,True,1,False,14,49.91
home,19917504,850.22,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,2,fully-furnished,False,13,,False,1,False,37,57.73
land,16270800,4987.79,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,,False,25,,False,0,False,0,62.03
home,27249936,4601.33,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,fully-furnished,False,0,,False,2,False,36,52.7
office,109550,438.57,Koshi,Jhapa,Birtamode Municipality,32,0,semi-furnished,True,13,,False,4,True,17,49.38
office,101156,462.85,Bagmati,Chitwan,Bharatpur Metropolitan City,10,0,unfurnished,True,25,,False,5,False,26,52.43
office,70202,712.29,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,0,fully-furnished,False,10,,False,4,True,24,42.28
office,94141,1916.96,Koshi,Morang,Biratnagar Metropolitan City,32,0,unfurnished,False,16,,False,5,True,1,54.48
home,23853072,4562.21,Koshi,Morang,Biratnagar Metropolitan City,2,1,semi-furnished,False,30,,False,2,False,10,60.54
home,8751966,1919.41,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,2,unfurnished,False,13,,False,2,False,11,60.95
room,9848,922.58,Gandaki,Kaski,Pokhara Metropolitan City,23,1,unfurnished,True,20,double,False,5,False,9,46.67
office,50490,724.21,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,unfurnished,True,0,,False,8,True,21,32.89
home,26715677,3811.14,Gandaki,Kaski,Pokhara Metropolitan City,22,1,fully-furnished,True,20,,False,2,False,7,78.09
room,33925,436.23,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,semi-furnished,False,13,double,True,4,False,25,24.74
room,44829,736.46,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,1,fully-furnished,True,16,shared,False,2,False,5,75.32
office,61709,1155.78,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,0,unfurnished,True,25,,False,2,False,9,49.18
land,24442535,2191.28,Koshi,Morang,Biratnagar Metropolitan City,16,0,,False,10,,False,0,False,0,36.28
room,21741,110.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,1,unfurnished,True,13,shared,True,1,False,1,42.65
office,135939,4854.78,Koshi,Jhapa,Birtamode Municipality,27,0,semi-furnished,False,16,,False,6,False,6,47.99
home,7242294,2695.41,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,3,fully-furnished,False,13,,False,1,False,4,72.92
home,10033327,1475.8,Koshi,Morang,Biratnagar Metropolitan City,25,5,fully-furnished,False,20,,False,4,False,1,84.24
home,11795296,1459.84,Koshi,Jhapa,Birtamode Municipality,28,3,fully-furnished,True,16,,False,3,False,18,65.51
home,43370822,1008.47,Bagmati,Chitwan,Bharatpur Metropolitan City,7,5,semi-furnished,True,0,,False,3,False,0,60.14
land,44949143,4242.76,Koshi,Jhapa,Birtamode Municipality,19,0,,False,20,,False,0,False,0,49.01
home,16464354,908.09,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,3,fully-furnished,False,30,,False,1,False,19,66.24
office,54734,4505.92,Koshi,Jhapa,Birtamode Municipality,32,0,fully-furnished,False,10,,False,6,False,23,43.94
office,80956,1537.49,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,semi-furnished,True,30,,False,5,True,9,61.77
land,30782173,4175.17,Bagmati,Lalitpur,Lalitpur Metropolitan City,23,0,,False,30,,False,0,False,0,54.17
land,31093922,4219.14,Gandaki,Kaski,Pokhara Metropolitan City,25,0,,False,20,,False,0,False,0,52.06
home,31494872,2055.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,unfurnished,True,0,,False,4,False,11,52.73
home,33412208,1329.98,Bagmati,Bhaktapur,Bhaktapur Municipality,13,1,unfurnished,False,10,,False,2,False,38,41.43
room,44461,178.32,Bagmati,Chitwan,Bharatpur Metropolitan City,5,2,unfurnished,False,13,1bhk,False,1,False,25,15.38
office,39424,2247.88,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,0,unfurnished,True,0,,False,2,False,34,26.67
office,83646,2100.3,Koshi,Morang,Biratnagar Metropolitan City,17,0,unfurnished,False,0,,False,3,False,25,30.59
office,135206,2160.23,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,semi-furnished,True,0,,False,8,False,23,30.73
room,40218,379.85,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,0,fully-furnished,True,13,2bhk,False,3,False,8,49.47
land,30324740,2599.38,Koshi,Jhapa,Birtamode Municipality,13,0,,False,25,,False,0,False,0,54.66
room,18418,563.74,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,0,semi-furnished,False,10,1bhk,True,2,False,6,30.22
land,6392975,842.21,Gandaki,Kaski,Pokhara Metropolitan City,16,0,,False,13,,False,0,False,0,39.31
room,41103,841.16,Gandaki,Kaski,Pokhara Metropolitan City,24,2,unfurnished,True,0,double,False,4,False,19,31.46
home,28471989,3264.9,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,3,fully-furnished,False,25,,False,1,False,18,66.83
office,95007,1065.66,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,0,fully-furnished,True,25,,False,4,True,17,70.72
land,11879448,2738.62,Koshi,Jhapa,Birtamode Municipality,1,0,,False,25,,False,0,False,0,64.33
land,23499053,1785.28,Bagmati,Bhaktapur,Bhaktapur Municipality,15,0,,False,25,,False,0,False,0,66.22
office,80161,4302.46,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,semi-furnished,True,16,,False,5,False,37,37.11
land,42847400,3114.27,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,,False,20,,False,0,False,0,56.99
room,30038,533.56,Bagmati,Chitwan,Bharatpur Metropolitan City,7,1,unfurnished,False,13,shared,False,2,False,4,31.0
home,45267553,4182.81,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,4,unfurnished,False,25,,False,2,False,1,64.51
room,34515,916.22,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,2,unfurnished,True,20,2bhk,True,3,False,23,45.61
office,130810,2684.38,Gandaki,Kaski,Pokhara Metropolitan City,23,0,fully-furnished,True,13,,False,2,False,8,61.52
home,19915180,3548.63,Bagmati,Chitwan,Bharatpur Metropolitan City,22,3,fully-furnished,False,16,,False,3,False,23,55.07
room,38837,866.09,Bagmati,Chitwan,Bharatpur Metropolitan City,30,0,unfurnished,True,16,double,True,4,False,16,47.18
office,39762,4392.99,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,fully-furnished,True,13,,False,7,False,9,60.48
home,47347892,2847.84,Koshi,Morang,Biratnagar Metropolitan City,6,2,semi-furnished,True,0,,False,4,False,17,50.46
home,10908354,2856.22,Gandaki,Kaski,Pokhara Metropolitan City,11,2,unfurnished,False,25,,False,4,False,25,62.15
office,89963,321.94,Koshi,Jhapa,Birtamode Municipality,25,0,fully-furnished,False,0,,False,6,True,1,45.62
home,28108922,3712.8,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,3,fully-furnished,True,16,,False,3,False,10,73.14
land,33596696,4778.39,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,0,,False,25,,False,0,False,0,59.99
room,16768,899.18,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,1,semi-furnished,False,10,double,False,1,False,7,37.7
home,44573616,3883.12,Gandaki,Kaski,Pokhara Metropolitan City,14,5,fully-furnished,True,13,,False,1,False,24,70.73
land,46860180,3546.47,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,,False,30,,False,0,False,0,50.99
land,28518398,2492.13,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,0,,False,0,,False,0,False,0,48.12
room,21467,731.68,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,0,semi-furnished,False,0,2bhk,False,5,False,19,29.18
office,100962,2704.45,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,fully-furnished,False,0,,False,2,False,12,57.35
room,34853,422.13,Gandaki,Kaski,Pokhara Metropolitan City,13,1,fully-furnished,True,20,studio,True,4,False,10,67.46
land,10410893,3588.02,Gandaki,Kaski,Pokhara Metropolitan City,1,0,,False,30,,False,0,False,0,78.93
home,10036400,4074.01,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,semi-furnished,True,16,,False,3,False,16,50.81
land,5647076,4196.67,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,,False,30,,False,0,False,0,63.15
room,15595,483.4,Bagmati,Chitwan,Bharatpur Metropolitan City,21,0,fully-furnished,True,10,2bhk,True,3,False,11,48.83
room,30460,435.36,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,fully-furnished,False,16,studio,False,4,False,22,62.46
office,111248,831.37,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,unfurnished,True,30,,False,3,True,26,45.41
office,122126,3173.22,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,0,semi-furnished,True,30,,False,3,False,31,44.54
office,54290,516.07,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,0,unfurnished,False,0,,False,4,False,33,22.83
land,19681719,3545.37,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,0,,False,16,,False,0,False,0,26.74
office,93183,4243.46,Koshi,Morang,Biratnagar Metropolitan City,10,0,unfurnished,True,0,,False,3,False,31,23.04
land,25205976,2078.73,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,,False,13,,False,0,False,0,45.06
home,20770583,2493.76,Bagmati,Kathmandu,Kathmandu Metropolitan City,25,1,semi-furnished,False,30,,False,4,False,5,76.69
office,85191,857.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,unfurnished,True,0,,False,7,False,2,40.6
land,44544826,4104.67,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,6,0,,False,25,,False,0,False,0,66.86
home,29383500,4791.49,Bagmati,Chitwan,Bharatpur Metropolitan City,30,1,fully-furnished,False,13,,False,4,False,23,63.36
land,17881196,3965.08,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,,False,0,,False,0,False,0,35.27
room,32503,592.92,Koshi,Morang,Biratnagar Metropolitan City,19,0,fully-furnished,True,16,double,False,1,False,8,41.13
home,31366837,4706.91,Gandaki,Kaski,Pokhara Metropolitan City,8,2,semi-furnished,True,25,,False,3,False,6,77.0
land,33232851,4020.22,Koshi,Jhapa,Birtamode Municipality,8,0,,False,16,,False,0,False,0,34.54
home,8259585,818.22,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,5,semi-furnished,False,20,,False,2,False,37,72.73
home,45301961,2427.1,Bagmati,Bhaktapur,Bhaktapur Municipality,7,5,semi-furnished,False,16,,False,2,False,17,77.46
